customer_id,customer_first_name,customer_last_name,customer_revenue
5803,Rebecca,Stewart,2449.82
10149,Linda,Smith,2449.8
10876,William,Beasley,2449.8
5158,Ashley,Smith,2449.78
5873,Jerry,Clark,2449.7
11378,Mary,Foster,2444.75
2220,James,Smith,2444.63
1562,Mary,Dickerson,2443.73
5138,William,Rivera,2441.71
8674,Mary,Rhodes,2441.63
8524,Ruth,Farrell,2439.74
6430,Mary,Jackson,2439.71
7278,Mary,Liu,2439.71
4159,Mary,Castillo,2439.63
9222,Mary,Martinez,2439.63
10253,Kyle,Smith,2439.62
8757,Tyler,Gutierrez,2429.81
2433,James,Smith,2429.71
3755,Eugene,Smith,2429.64
3979,Mary,Wagner,2427.75
2403,Christopher,Hall,2424.69
3364,Mary,Ramos,2419.86
1288,Evelyn,Thompson,2419.82
6470,Douglas,Smith,2419.74
6615,Mary,Meadows,2419.61
9502,Matthew,Love,2417.78
11275,Kyle,Wheeler,2414.76
6969,Mary,Smith,2409.79
841,David,Smith,2409.76
749,Jesse,Matthews,2409.69
11457,Jonathan,Smith,2409.68
2970,Kenneth,Smith,2401.64
450,Kathryn,Carter,2399.84
3359,Michelle,Torres,2399.78
5367,Mary,Mccormick,2399.74
10778,Mary,Mercado,2399.71
6740,Brian,Smith,2397.75
6898,Nathan,Butler,2394.76
7777,Evelyn,Rogers,2389.82
3369,Joseph,Clark,2389.77
3660,Roger,Smith,2385.78
4787,Brian,Smith,2379.86
11263,Mary,Keller,2379.84
3275,Steven,Williams,2379.81
8198,Mary,Frank,2379.81
3007,Jessica,Shannon,2379.75
5053,Mary,Smith,2379.69
11713,Mary,Frost,2379.65
11576,Richard,Andrade,2373.7
2872,Mary,Ortiz,2372.75
1804,Kathleen,Lee,2371.7
10681,Mary,Hatfield,2369.84
10375,Joan,James,2369.82
11268,Cynthia,Jenkins,2368.78
9821,Deborah,Smith,2366.73
2134,Mary,Gibbs,2359.89
10672,Mary,Smith,2359.69
6431,Richard,Smith,2349.8
2934,Judy,Hale,2349.71
2025,Mary,Fleming,2349.66
5216,Mary,Pitts,2347.68
8410,Jessica,Mccarty,2343.69
4588,Melissa,Rosario,2341.75
8930,Jordan,Mcgee,2340.75
5217,David,Smith,2339.83
6553,Larry,House,2339.76
8065,Margaret,Smith,2339.75
1100,Megan,Moyer,2339.71
2020,Mary,Caldwell,2339.68
10722,Donna,Newton,2339.63
11061,Joseph,Webster,2339.62
2928,Sarah,Larsen,2339.62
6484,George,Jordan,2339.62
5128,Angela,Franklin,2334.74
2617,Mary,Smith,2329.8
2918,Mary,Myers,2329.8
822,Rebecca,Smith,2329.8
8853,Richard,Ali,2329.78
1532,Mary,Bailey,2329.77
3341,Carol,Smith,2329.77
6532,Mary,Dixon,2329.68
12221,Betty,Sanchez,2329.67
8156,Hannah,Smith,2329.62
8380,Brittany,Smith,2327.68
7356,Andrew,Robles,2324.85
7962,Justin,Smith,2321.82
3877,John,Mcclure,2321.7
5682,Mary,Proctor,2319.83
647,Mary,Rios,2319.83
8430,Gloria,Smith,2319.83
9273,Bobby,Smith,2319.79
8203,Nicole,Harrison,2319.77
8762,Mary,Smith,2319.75
11430,Mary,Miller,2319.72
3438,James,Richmond,2309.84
3365,William,Crawford,2309.78
9667,Eric,Perry,2309.77
12226,Nicholas,Smith,2309.75
254,Diana,Hale,2309.75
9237,Mary,Fox,2309.73
10013,Jessica,Smith,2309.69
10307,Bobby,Miller,2307.83
5446,Mary,Smith,2304.8
4177,Linda,Smith,2304.73
10965,Robert,Smith,2301.62
1844,Teresa,Smith,2299.87
3175,Mary,Little,2299.84
1745,Mary,Smith,2299.7
6140,Willie,Smith,2295.88
6305,Mary,Smith,2295.68
1940,Katherine,Smith,2293.78
4227,Mary,Barnes,2289.8
7986,Mary,Steele,2289.79
9053,William,Smith,2289.78
1169,Mary,Smith,2289.76
1860,Christopher,Osborn,2289.75
6240,Virginia,Elliott,2289.74
1443,Denise,Cohen,2289.61
1555,Adam,Smith,2284.77
9702,Katherine,Tyler,2284.73
10763,Angela,Smith,2279.86
10880,Mary,Petty,2279.8
11170,Mary,Newman,2279.79
6932,Evelyn,Herring,2279.79
5828,Katherine,Oconnell,2279.76
10305,Catherine,Hudson,2279.7
4397,Diana,Wright,2279.69
377,Mary,Smith,2279.66
11422,Mary,Jones,2279.63
9515,Victoria,Smith,2277.75
9670,Mary,Crane,2274.74
6279,Gary,Lewis,2269.86
9772,Terry,Washington,2269.84
6179,Samuel,Henderson,2269.77
4348,Mary,Smith,2269.75
1946,Diane,Smith,2269.64
9714,Patricia,Tate,2265.75
8917,Mary,Smith,2264.79
1158,Emily,Price,2259.83
1747,Mary,Booker,2259.82
10438,Barbara,Johnston,2259.77
5155,Mary,Rosario,2259.76
11017,Rachel,Prince,2259.75
5449,Mary,Smith,2259.7
1261,Victoria,Hancock,2259.67
10269,Mary,Flowers,2259.64
11512,Mary,Randall,2259.64
11960,Ryan,Allen,2259.61
2773,Linda,Hale,2254.64
467,James,Smith,2253.82
5140,Mary,Walton,2249.84
4707,Victoria,Smith,2249.83
564,Mary,Mccann,2249.82
6685,Lori,Smith,2249.82
1831,Jacob,Woods,2249.8
1578,Lisa,Harper,2249.79
3098,Mary,Smith,2249.79
9563,Pamela,Murphy,2249.79
8463,Nathan,Burns,2249.78
4499,Cynthia,Price,2249.74
7631,Alexander,Nguyen,2249.74
2071,Walter,Howard,2249.73
6603,Brenda,Gonzalez,2249.71
6494,Brittany,Smith,2249.68
2833,Eric,Vega,2249.67
10129,Mary,Kidd,2249.66
7608,Diana,Moyer,2244.81
11887,Christopher,Smith,2244.79
10634,Mary,King,2244.75
664,Bobby,Jimenez,2244.63
1012,Mark,Watts,2239.86
8845,Robert,Deleon,2239.85
2328,Victoria,Stevens,2239.83
10432,Mary,White,2239.8
10521,Mary,Wood,2239.8
3052,Mary,Morales,2239.78
10992,Barbara,Duran,2239.75
3951,Michael,Smith,2239.69
10928,Sharon,Smith,2239.67
7024,Jerry,Smith,2237.81
482,Megan,Moreno,2235.74
11376,Charles,Mason,2234.77
5068,Anna,Smith,2234.76
7234,Mary,Bowers,2233.88
1236,Virginia,Robertson,2231.83
455,Jeffrey,Smith,2229.81
7082,Adam,Blair,2229.76
1588,Mary,Smith,2229.69
1657,Betty,Phillips,2229.64
4059,Alexander,Torres,2229.62
1670,Keith,Callahan,2227.64
938,Cheryl,Smith,2221.64
11789,Mary,Smith,2219.82
8648,Janice,Montgomery,2219.75
4238,Bryan,Griffin,2219.74
11065,Aaron,Smith,2214.77
1810,James,Miller,2214.71
8091,Emily,Powell,2214.71
4876,Harry,Smith,2211.82
4914,Mary,Curtis,2211.72
685,Crystal,Smith,2209.85
5559,Alice,Smith,2209.83
6836,Virginia,Smith,2209.83
3021,Nancy,Alvarado,2209.81
698,Mary,Smith,2209.79
11956,Alan,Campos,2209.78
7677,Mary,Bonilla,2209.75
8069,Tiffany,Mcdaniel,2209.72
866,James,Davies,2204.83
10291,Ann,Smith,2204.81
7417,Mary,Soto,2199.85
3466,Evelyn,Smith,2199.84
3827,Mary,Smith,2199.82
3570,Mary,Nelson,2199.77
4520,Mary,Chavez,2199.77
11344,Mary,Sparks,2199.75
5594,Mary,Davidson,2199.75
6688,Mary,Smith,2199.75
8012,Gregory,Smith,2199.73
4019,Mary,Parsons,2199.71
11606,Mary,Cisneros,2199.66
9353,Michael,Scott,2196.82
9760,Mary,Wolf,2194.77
7273,Mary,Smith,2193.75
3753,Hannah,Smith,2189.89
6086,Mary,Hutchinson,2189.85
6022,Mary,Smith,2189.8
9737,Benjamin,Smith,2189.8
3187,Mary,Clark,2189.77
5445,Alexander,Pugh,2189.74
9701,Lisa,Allen,2185.82
272,Mary,Long,2184.76
10558,Christine,Smith,2184.69
8522,Mary,Smith,2179.87
10163,Theresa,Smith,2179.83
7086,Mary,Shields,2179.81
5845,Daniel,Bruce,2179.8
4812,Nathan,Fritz,2179.79
4663,Paul,Smith,2179.77
10761,David,Smith,2179.74
11481,Walter,Pacheco,2179.73
5270,Andrea,Johnson,2179.71
10407,William,Clay,2179.7
2365,Sara,Smith,2179.7
5300,Joseph,Smith,2179.7
6699,Mary,Smith,2179.69
4991,Mary,Krause,2175.78
6623,Christian,Turner,2174.77
7112,Mark,Harris,2173.68
4297,Mary,Torres,2171.79
10445,Mary,Reed,2169.84
1094,Sean,Smith,2169.82
1445,Linda,Ortiz,2169.82
3273,Mary,Ford,2169.79
5755,Marie,Shah,2169.77
6906,Rebecca,Watkins,2169.77
6707,Grace,Smith,2169.74
10250,Martha,Smith,2169.73
888,Mary,Smith,2169.73
3167,Janice,Ward,2169.72
7267,Benjamin,Smith,2166.74
11120,Mary,Smith,2164.75
6341,Daniel,Smith,2164.68
5715,Kelly,Smith,2163.71
7218,Mary,Nguyen,2161.76
3620,Jeremy,Morris,2159.85
331,Alexander,Russell,2159.84
3593,Christina,Lewis,2159.84
11656,Mary,Wyatt,2159.83
12385,Mary,Smith,2159.82
8817,Mary,Smith,2159.82
42,Ethan,Smith,2159.81
11134,Robert,Lopez,2159.8
2092,Mary,Hunter,2159.78
578,Dylan,Knapp,2159.77
12069,Brittany,Gardner,2159.76
4116,Mary,Smith,2159.76
8333,Mary,Solomon,2159.76
4473,Christine,Jordan,2159.75
10685,Amy,Walker,2159.72
7016,Jack,Sloan,2159.61
10514,Mary,Page,2157.68
662,Michelle,Moss,2154.81
8898,Mary,Smith,2154.79
9405,Ashley,Smith,2154.71
7597,Catherine,Smith,2153.69
6630,Roy,Malone,2149.91
9089,Jessica,Smith,2149.88
1582,Carol,Merritt,2149.85
364,Jason,Mcmahon,2149.84
10638,Laura,Young,2149.83
2064,David,Garrison,2149.8
10667,Walter,Prince,2149.79
7396,Mary,Madden,2149.79
1492,Gerald,Patel,2149.78
7036,Maria,Smith,2149.76
1906,Raymond,Smith,2149.75
7582,Aaron,Valdez,2149.74
12058,Mary,Smith,2149.6
7089,Grace,Snyder,2146.8
2860,George,Smith,2145.71
11888,Frank,Barrett,2144.8
12094,Mary,Smith,2143.85
2750,George,Mason,2139.9
4265,Debra,Smith,2139.88
9898,Mary,Moon,2139.79
454,Robert,Fitzpatrick,2139.78
10299,Mary,Blake,2139.74
9692,Carolyn,Price,2139.74
11534,Mary,Kim,2139.7
4627,Eric,Lang,2139.7
9523,Dylan,Jackson,2139.67
3595,Joshua,Lewis,2134.72
10631,Frances,Smith,2129.87
5674,Ethan,Cross,2129.86
11971,Donald,Klein,2129.84
5606,Teresa,White,2129.84
165,Joseph,Ewing,2129.82
10570,William,Moore,2129.81
639,Elizabeth,Pittman,2129.75
9883,Michelle,Waters,2129.72
3192,Mary,Lindsey,2129.66
341,Mary,Smith,2129.65
2641,Betty,Spears,2127.81
10905,Lisa,Warner,2124.79
1990,Kathryn,Smith,2119.84
3032,Mary,Wilson,2119.83
8707,Lisa,Smith,2119.83
10071,Mary,Lawrence,2119.78
7593,Roger,Bowman,2119.78
3147,Daniel,Diaz,2119.77
10635,Donna,Torres,2119.74
4014,Mary,Smith,2115.76
7191,Cheryl,Smith,2111.71
1695,Amanda,Marquez,2110.69
6554,Mary,Smith,2109.85
12366,Mary,Smith,2109.83
2373,Mary,Smith,2109.83
4460,Mary,Smith,2109.81
8256,James,Parker,2109.76
9191,Marie,Smith,2109.76
9683,Mary,Ray,2109.75
3580,Jessica,Larson,2104.83
7842,Melissa,Smith,2104.8
5186,Jason,Robinson,2104.77
4406,Mary,Smith,2104.74
8820,Jessica,Smith,2104.61
6459,Vincent,Valenzuela,2101.75
10211,Jeffrey,Smith,2101.6
5815,Mary,Proctor,2099.82
10698,Bobby,Smith,2099.8
11914,William,Collins,2099.79
2210,Mary,Bryant,2099.78
5190,Mary,Smith,2099.78
6617,Mary,Barnes,2099.74
71,Charles,Smith,2099.74
354,Edward,Peterson,2099.63
10042,Christopher,Hatfield,2095.79
6975,Mary,Brown,2094.8
5364,Thomas,Colon,2093.88
6948,Mary,Smith,2093.77
77,Shirley,Dalton,2089.9
5926,Mary,Smith,2089.88
1498,Peter,Bray,2089.87
5800,Mary,Smith,2089.83
8297,Debra,Johnson,2089.77
9713,Mary,Smith,2089.77
2873,Joyce,Padilla,2084.83
3420,Kenneth,Price,2084.78
10263,Katherine,Bailey,2084.64
9119,Mary,Smith,2083.78
7776,Julie,Smith,2081.83
11857,Judy,Wall,2079.88
5203,Mary,Chandler,2079.88
1680,Mary,Santiago,2079.87
3691,Mary,Campos,2079.84
8084,Mary,Smith,2079.84
5185,Mary,Smith,2079.83
11952,Mary,Smith,2079.82
2485,Mary,Hernandez,2079.81
7206,Lori,Ellis,2079.8
9597,Lori,Perez,2079.8
11379,Kathleen,Glover,2079.79
5691,James,Brown,2079.79
8808,Kenneth,Smith,2079.78
10156,Christine,Smith,2079.77
4539,Jacqueline,James,2079.64
1058,Martha,Smith,2079.63
3498,Elizabeth,Ramos,2077.72
5001,Ann,Waller,2075.87
203,Madison,Blankenship,2074.9
8731,Donna,Allen,2074.85
9103,Nathan,Smith,2074.81
6780,Sean,Chung,2074.75
7305,David,Smith,2073.83
12189,Judith,Hicks,2073.79
8974,Mary,Schultz,2071.73
2930,Ronald,Petty,2069.85
3493,Joseph,Simmons,2069.82
12341,Roy,Fields,2069.81
4916,Larry,Smith,2069.76
12019,Mary,Walters,2069.75
5652,Mary,Garcia,2069.74
2762,Mary,Zamora,2069.72
7850,Mary,Lara,2069.7
5984,Janet,Norton,2069.67
6506,Anna,Bailey,2069.63
6221,Andrew,Mcgee,2067.65
11930,Mary,Gilbert,2065.81
5359,Raymond,Wu,2065.77
241,Janet,Carter,2064.86
2997,Mary,Gardner,2064.81
2753,Amy,Smith,2063.8
847,Jerry,Ferguson,2063.77
1466,Stephen,Cole,2063.7
10679,Mary,Smith,2059.86
10331,Megan,Collier,2059.85
4568,Mary,Hodge,2059.84
5229,Thomas,Butler,2059.82
11264,George,Smith,2059.81
1157,Anthony,Smith,2059.81
11755,Mary,Jackson,2059.76
7664,Brandon,Walker,2059.64
5085,Janet,Jones,2054.8
9264,Mary,Smith,2054.77
6789,Jessica,Mcintosh,2054.74
6909,Mary,Salinas,2054.74
8001,Mary,Smith,2053.77
6473,Mary,Castillo,2053.59
8103,Donna,Jones,2049.86
5752,Barbara,Smith,2049.84
11109,William,Smith,2049.82
512,Mary,Harris,2049.81
6085,Roger,Flores,2049.79
6622,Mary,Smith,2049.79
8889,Evelyn,Brown,2049.78
11153,Brian,Green,2049.76
4253,Maria,Smith,2049.72
113,Patricia,Smith,2049.71
5904,Catherine,Peterson,2049.68
8174,Jane,Simmons,2044.82
2927,Mary,Sanchez,2044.8
7318,John,Allen,2043.62
8398,Mary,Williams,2042.76
9402,Amber,Smith,2041.57
11784,Mary,Cunningham,2039.83
6461,Patricia,Delgado,2039.81
6521,Mary,Hanson,2039.81
5168,Mary,Smith,2039.8
7980,Jennifer,Ortiz,2039.8
95,Susan,Williams,2039.79
1013,Frances,Smith,2039.77
12064,Tammy,Smith,2039.77
5175,Mary,Sullivan,2039.77
8920,Linda,Smith,2039.76
4254,Mary,Roberts,2039.74
767,Christine,Horne,2039.74
11005,Christian,Keller,2039.73
2121,Mary,Dillon,2039.73
1833,Ronald,Smith,2039.72
4725,Gerald,Camacho,2039.71
5707,Kathy,Sampson,2039.7
2718,Henry,Porter,2039.65
10137,Mary,Smith,2039.62
9697,Stephen,Williams,2038.85
9731,Mary,Smith,2034.73
497,Amanda,Odonnell,2031.79
10295,Benjamin,Garcia,2029.89
442,Mary,Smith,2029.84
468,Mary,Stone,2029.84
5097,Jennifer,Moore,2029.83
8964,Mary,Berger,2029.83
9712,Jesse,May,2029.83
3128,Karen,Turner,2029.82
10216,Mary,Schneider,2029.8
6742,David,Richardson,2029.78
7511,Mary,Park,2029.78
3757,Matthew,Fuller,2029.77
4815,Jerry,Smith,2029.77
1780,Larry,Sharp,2029.75
2708,Jennifer,Dominguez,2029.75
5011,William,Berg,2029.74
10208,Roger,Reeves,2029.7
1534,Ronald,Smith,2029.69
2706,Jonathan,Turner,2029.67
6405,Mary,Anderson,2029.65
7629,Nancy,Pena,2025.84
10758,Steven,Hardin,2024.84
5732,Jacob,Perry,2024.8
7158,Mary,Todd,2024.79
8988,Mary,Smith,2024.79
3503,Kathryn,Davis,2024.78
477,Dylan,Smith,2019.89
4316,Kevin,Tran,2019.87
3634,Emily,Smith,2019.86
4770,Andrea,Malone,2019.85
1937,Mary,Werner,2019.83
2532,Charles,Smith,2019.83
2646,Mary,Daugherty,2019.81
11503,Juan,Curry,2019.78
2114,Timothy,Vega,2019.78
2232,Paul,Berry,2019.78
2301,Mary,Smith,2019.76
7001,Mary,Weeks,2019.76
9349,Mary,Martinez,2019.74
10796,Debra,Hardy,2019.73
2553,Hannah,Ellison,2019.71
7434,Mary,Holloway,2019.7
9297,Mary,Horne,2019.7
10111,Mary,Garcia,2019.68
6574,Mary,Smith,2019.68
2625,Betty,Wyatt,2016.62
11387,Larry,Smith,2015.83
172,Lauren,Rush,2014.81
4388,Richard,Moore,2014.69
8360,Jeremy,Smith,2009.9
7974,Mary,Shaw,2009.88
10453,Elizabeth,Brewer,2009.87
1910,Helen,Price,2009.86
10612,Anna,Smith,2009.85
8472,Mary,Heath,2009.84
3022,Jose,Smith,2009.83
326,Shirley,Stafford,2009.83
10428,Tammy,Chavez,2009.82
10277,Ann,Smith,2009.78
10565,Mary,Velasquez,2009.78
4608,Mary,Briggs,2009.78
3786,Mary,Moody,2009.76
10501,Jennifer,Richardson,2009.74
1589,Matthew,Brennan,2009.7
2727,Henry,Smith,2009.66
3957,Thomas,Smith,2007.69
5104,Kevin,Raymond,2004.74
11690,Mary,Jenkins,1999.87
4929,Janet,Harvey,1999.86
8678,Shirley,Buchanan,1999.86
9134,Frank,Smith,1999.86
12309,Barbara,Pena,1999.85
11352,Doris,Peterson,1999.84
8658,Mary,Allen,1999.84
9785,Barbara,Barnes,1999.83
11332,Denise,Smith,1999.82
5713,Michael,Pope,1999.82
8519,Pamela,Michael,1999.82
9526,Mary,Patrick,1999.82
2030,Rose,Smith,1999.81
11877,Jeffrey,Krueger,1999.8
8027,James,Smith,1999.8
12121,Beverly,Ellis,1999.79
7575,Mary,Romero,1999.79
937,Daniel,Cole,1999.79
9336,Janice,Guzman,1999.78
4697,Kathryn,Singh,1999.77
7049,Justin,Graham,1999.77
9277,Donald,Davis,1999.77
4739,Mary,Jimenez,1999.74
11901,Mary,Smith,1999.72
11823,Mary,Wilkerson,1999.71
1577,Mary,Smith,1999.67
9337,Mary,Smith,1999.67
7071,Amber,Anderson,1995.84
2357,Pamela,Mathis,1994.85
4400,Madison,Morris,1994.82
11189,Mary,Hammond,1989.86
9586,Mary,Olson,1989.84
2668,Mary,Davis,1989.83
8010,Kathy,Smith,1989.83
10493,Frances,Taylor,1989.8
2291,Mary,Mcdonald,1989.78
10201,Debra,Campbell,1989.76
7139,Mary,Smith,1989.72
1054,Barbara,Cooley,1987.88
12169,Mary,Krueger,1985.7
3816,Dorothy,Smith,1984.77
7282,Jennifer,Clark,1984.7
2703,Kimberly,Smith,1983.85
8217,Virginia,Cantrell,1979.92
8334,Sandra,Smith,1979.87
4220,Mary,Morgan,1979.86
872,Keith,Barnes,1979.86
8211,Ronald,Mcneil,1979.83
8292,Emma,Smith,1979.82
9141,Ronald,Clark,1979.81
4645,Steven,Smith,1979.8
2519,Donna,Preston,1979.79
321,David,Smith,1979.77
599,Doris,Smith,1979.77
2610,Virginia,Johnson,1979.75
1285,Ruth,Petersen,1979.73
4153,Kathleen,Torres,1979.72
3229,Teresa,Smith,1979.69
3291,Mary,Parrish,1974.83
7013,Amber,Smith,1974.83
7401,Mary,Moore,1974.81
10916,Randy,Smith,1974.79
7892,Michael,Hayes,1974.77
280,Mary,Ortiz,1969.85
6230,Kenneth,Cameron,1969.85
1625,Mary,Smith,1969.83
4045,Mary,Neal,1969.82
3714,Kimberly,Williams,1969.79
9928,Mary,Smith,1969.79
7844,Scott,Smith,1969.77
5994,Mary,Smith,1969.72
2531,Mary,Fitzpatrick,1969.71
2229,Mary,Hunt,1969.7
4391,Harry,Smith,1969.7
1149,Cynthia,Harper,1969.69
11048,Randy,Ball,1969.67
9459,Stephen,Bond,1969.63
10344,Mary,Smith,1967.83
8166,Patricia,Smith,1967.73
5414,Helen,Christensen,1964.76
197,Ruth,Smith,1961.65
6184,James,Potter,1959.88
7820,John,Deleon,1959.88
10400,Carl,Warner,1959.87
3199,Ashley,Hernandez,1959.87
6593,Mary,Smith,1959.87
9740,Mary,Smith,1959.86
9746,Mary,Brooks,1959.86
9886,Mary,Lee,1959.85
1843,Frank,Garcia,1959.84
4882,Mary,Daniels,1959.84
9371,Mary,Patterson,1959.82
705,Timothy,Smith,1959.81
7864,Alice,Smith,1959.81
5705,Joyce,Frazier,1959.8
7557,Mary,Hull,1959.8
11218,Louis,Novak,1959.78
5471,Donald,Smith,1959.78
9018,Mary,Smith,1959.78
9962,Diana,Smith,1959.78
93,Mary,Robbins,1959.77
1363,Kathy,Rios,1959.76
11678,Olivia,Smith,1959.75
7852,Mary,Greene,1959.74
9940,Aaron,Hanna,1959.74
2277,Ruth,Arnold,1959.73
4025,Janet,Schmidt,1959.73
3257,Julia,Mcconnell,1959.71
4922,Robert,Russo,1959.71
5775,Joyce,Garcia,1957.84
3838,Joseph,Jackson,1957.76
12039,Mary,Wilson,1954.82
11053,Mary,Smith,1954.79
8954,Mary,Hayden,1954.75
7868,Michael,Smith,1954.71
11731,Scott,Smith,1951.83
5037,Amber,Pearson,1949.91
119,Mary,Rosario,1949.88
8288,Olivia,Herring,1949.88
2813,Mary,Smith,1949.87
5243,Mary,Smith,1949.85
9176,Theresa,Smith,1949.85
